sourceId,sourcePath,sourceVersion,historical,sourceSection,sourceBlock,markdownPath,sourceSha256
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,15. Routing Architecture and Route Authority,150,docs/archive/handbook-v1-0/15-routing-architecture-and-route-authority.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,16. IP Address Management,156,docs/archive/handbook-v1-0/16-ip-address-management.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,17. IPv6 and Dual-Stack,162,docs/archive/handbook-v1-0/17-ipv6-and-dual-stack.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,18. Shared Services and Service Bindings,166,docs/archive/handbook-v1-0/18-shared-services-and-service-bindings.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,19. Public Ingress and Internet Egress,171,docs/archive/handbook-v1-0/19-public-ingress-and-internet-egress.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,20. Workload Microsegmentation,180,docs/archive/handbook-v1-0/20-workload-microsegmentation.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,21. Multi-Site and Disaster-Recovery Network Design,184,docs/archive/handbook-v1-0/21-multi-site-and-disaster-recovery-network-design.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,Part III — Platform Implementation Profiles,192,docs/archive/handbook-v1-0/26-part-iii-platform-implementation-profiles.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,22. Portability and Platform Conformance,193,docs/archive/handbook-v1-0/22-portability-and-platform-conformance.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,23. Nutanix Implementation Profile,200,docs/archive/handbook-v1-0/23-nutanix-implementation-profile.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,24. VMware / NSX Implementation Profile,208,docs/archive/handbook-v1-0/24-vmware-nsx-implementation-profile.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,25. OpenStack Implementation Profile,213,docs/archive/handbook-v1-0/25-openstack-implementation-profile.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,26. Bare Metal and Future Platforms,218,docs/archive/handbook-v1-0/26-bare-metal-and-future-platforms.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,27. Platform Capability Registry,222,docs/archive/handbook-v1-0/27-platform-capability-registry.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,Part IV — Zero-Touch Automation and Terraform,226,docs/archive/handbook-v1-0/33-part-iv-zero-touch-automation-and-terraform.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,28. Canonical Hosting API,227,docs/archive/handbook-v1-0/28-canonical-hosting-api.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,29. Zero-Touch Provisioning Workflow,232,docs/archive/handbook-v1-0/29-zero-touch-provisioning-workflow.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,30. Terraform Architecture,249,docs/archive/handbook-v1-0/30-terraform-architecture.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,31. State Boundaries,258,docs/archive/handbook-v1-0/31-state-boundaries.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,32. Policy as Code and Security Admission,263,docs/archive/handbook-v1-0/32-policy-as-code-and-security-admission.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,33. Secrets and Automation Credentials,268,docs/archive/handbook-v1-0/33-secrets-and-automation-credentials.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,34. CI/CD and Change Gates,273,docs/archive/handbook-v1-0/34-ci-cd-and-change-gates.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,35. Drift and Reconciliation,276,docs/archive/handbook-v1-0/35-drift-and-reconciliation.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,"Part V — Assurance, Testing, and Operations",281,docs/archive/handbook-v1-0/42-part-v-assurance-testing-and-operations.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,36. Assurance Profiles,282,docs/archive/handbook-v1-0/36-assurance-profiles.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,37. Conformance Test Framework,286,docs/archive/handbook-v1-0/37-conformance-test-framework.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,38. Deployment Evidence,291,docs/archive/handbook-v1-0/38-deployment-evidence.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,"39. Logging, Telemetry, and Observability",295,docs/archive/handbook-v1-0/39-logging-telemetry-and-observability.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,40. Capacity and Performance Engineering,300,docs/archive/handbook-v1-0/40-capacity-and-performance-engineering.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,41. High Availability and Failure Behaviour,313,docs/archive/handbook-v1-0/41-high-availability-and-failure-behaviour.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,42. Backup and Restore,317,docs/archive/handbook-v1-0/42-backup-and-restore.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,43. Incident Response and Containment,321,docs/archive/handbook-v1-0/43-incident-response-and-containment.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,44. Change and Exception Management,331,docs/archive/handbook-v1-0/44-change-and-exception-management.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,45. Lifecycle and Offboarding,336,docs/archive/handbook-v1-0/45-lifecycle-and-offboarding.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,46. Migration and Transition Connectivity,348,docs/archive/handbook-v1-0/46-migration-and-transition-connectivity.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,Part VI — Governance and Delivery,353,docs/archive/handbook-v1-0/54-part-vi-governance-and-delivery.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,47. Operating Model and Separation of Duties,354,docs/archive/handbook-v1-0/47-operating-model-and-separation-of-duties.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,48. Architecture Review Checklist,357,docs/archive/handbook-v1-0/48-architecture-review-checklist.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,49. Tenant / WSD Onboarding Checklist,373,docs/archive/handbook-v1-0/49-tenant-wsd-onboarding-checklist.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,50. Delivery Roadmap,390,docs/archive/handbook-v1-0/50-delivery-roadmap.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,51. Initial Reference Implementation,392,docs/archive/handbook-v1-0/51-initial-reference-implementation.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,52. Architecture Acceptance Criteria,395,docs/archive/handbook-v1-0/52-architecture-acceptance-criteria.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,Appendix A — Canonical Object Model,410,docs/archive/handbook-v1-0/61-appendix-a-canonical-object-model.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,Appendix B — Terraform Root and Module Patterns,417,docs/archive/handbook-v1-0/62-appendix-b-terraform-root-and-module-patterns.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,Appendix C — Baseline Policy Matrix,422,docs/archive/handbook-v1-0/63-appendix-c-baseline-policy-matrix.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,Appendix D — Conformance Test Catalogue,424,docs/archive/handbook-v1-0/64-appendix-d-conformance-test-catalogue.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,Appendix E — Evidence Manifest,426,docs/archive/handbook-v1-0/65-appendix-e-evidence-manifest.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,Appendix F — Architecture Decision Record Template,428,docs/archive/handbook-v1-0/66-appendix-f-architecture-decision-record-template.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,Appendix G — Glossary,430,docs/archive/handbook-v1-0/67-appendix-g-glossary.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,Appendix H — Normative Requirement Catalogue,432,docs/archive/handbook-v1-0/68-appendix-h-normative-requirement-catalogue.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,Appendix I — References,434,docs/archive/handbook-v1-0/69-appendix-i-references.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,Closing Architecture Statement,446,docs/archive/handbook-v1-0/70-closing-architecture-statement.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,Part I — Foundations and governance context,107,docs/archive/handbook-v1-1/01-part-i-foundations-and-governance-context.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"1. Purpose, scope and release boundaries",108,docs/archive/handbook-v1-1/1-purpose-scope-and-release-boundaries.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"2. Normative language, invariants and authority",123,docs/archive/handbook-v1-1/2-normative-language-invariants-and-authority.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,3. Standards hierarchy and the 2026 baseline,148,docs/archive/handbook-v1-1/3-standards-hierarchy-and-the-2026-baseline.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,4. Categorization and policy profiles,157,docs/archive/handbook-v1-1/4-categorization-and-policy-profiles.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,5. Threat model and trust boundaries,165,docs/archive/handbook-v1-1/5-threat-model-and-trust-boundaries.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,6. Canonical model and service planes,171,docs/archive/handbook-v1-1/6-canonical-model-and-service-planes.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,Part II — Portable security architecture,182,docs/archive/handbook-v1-1/08-part-ii-portable-security-architecture.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"7. Tenant Namespace, entitlements and ownership",183,docs/archive/handbook-v1-1/7-tenant-namespace-entitlements-and-ownership.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,8. WSD intent and lifecycle responsibility,193,docs/archive/handbook-v1-1/8-wsd-intent-and-lifecycle-responsibility.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,9. Security Domains and site/platform instances,203,docs/archive/handbook-v1-1/9-security-domains-and-site-platform-instances.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"10. Zone classes, external domains and adjacency",215,docs/archive/handbook-v1-1/10-zone-classes-external-domains-and-adjacency.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,11. ZIP architecture and joint boundary authority,224,docs/archive/handbook-v1-1/11-zip-architecture-and-joint-boundary-authority.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"12. MZ, OOB and privileged management access",244,docs/archive/handbook-v1-1/12-mz-oob-and-privileged-management-access.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,13. Platform overlays and enforcement ownership,258,docs/archive/handbook-v1-1/13-platform-overlays-and-enforcement-ownership.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,14. Route Authority and safe forwarding compilation,268,docs/archive/handbook-v1-1/14-route-authority-and-safe-forwarding-compilation.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"15. IPAM, DNS and DHCP as one lifecycle",281,docs/archive/handbook-v1-1/15-ipam-dns-and-dhcp-as-one-lifecycle.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,16. IPv6 and alternate-path control,293,docs/archive/handbook-v1-1/16-ipv6-and-alternate-path-control.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,17. Shared services and explicit Service Bindings,303,docs/archive/handbook-v1-1/17-shared-services-and-explicit-service-bindings.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"18. Public ingress, controlled egress and external exposure",314,docs/archive/handbook-v1-1/18-public-ingress-controlled-egress-and-external-exposure.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"19. Microsegmentation, labels and workload attachment",331,docs/archive/handbook-v1-1/19-microsegmentation-labels-and-workload-attachment.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,20. Provider-internal Edge Attachment contract,341,docs/archive/handbook-v1-1/20-provider-internal-edge-attachment-contract.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,21. Multi-site domains and recovery connectivity,349,docs/archive/handbook-v1-1/21-multi-site-domains-and-recovery-connectivity.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,Part III — Portable hosting services,362,docs/archive/handbook-v1-1/24-part-iii-portable-hosting-services.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"22. Compute, hypervisor security and co-residency",363,docs/archive/handbook-v1-1/22-compute-hypervisor-security-and-co-residency.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"23. Storage, data services and copy lineage",374,docs/archive/handbook-v1-1/23-storage-data-services-and-copy-lineage.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"24. Identity, privileged access and service identities",386,docs/archive/handbook-v1-1/24-identity-privileged-access-and-service-identities.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"25. Cryptography, KMS, certificates and crypto agility",396,docs/archive/handbook-v1-1/25-cryptography-kms-certificates-and-crypto-agility.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"26. Images, configuration baselines and endpoint protection",407,docs/archive/handbook-v1-1/26-images-configuration-baselines-and-endpoint-protection.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"27. Backup, retention and isolated restore",415,docs/archive/handbook-v1-1/27-backup-retention-and-isolated-restore.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,28. Availability and recovery service profiles,428,docs/archive/handbook-v1-1/28-availability-and-recovery-service-profiles.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"29. Placement, data location and sovereign optionality",436,docs/archive/handbook-v1-1/29-placement-data-location-and-sovereign-optionality.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"30. Service catalogue, quotas and capacity on demand",446,docs/archive/handbook-v1-1/30-service-catalogue-quotas-and-capacity-on-demand.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,31. Application responsibilities and end-to-end service readiness,454,docs/archive/handbook-v1-1/31-application-responsibilities-and-end-to-end-service-readiness.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,Part IV — Infrastructure and platform realization,461,docs/archive/handbook-v1-1/35-part-iv-infrastructure-and-platform-realization.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,32. Physical fabric foundation and commissioning,462,docs/archive/handbook-v1-1/32-physical-fabric-foundation-and-commissioning.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"33. EVPN/VXLAN, multihoming and border engineering",477,docs/archive/handbook-v1-1/33-evpn-vxlan-multihoming-and-border-engineering.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,34. Portability dimensions and platform qualification,487,docs/archive/handbook-v1-1/34-portability-dimensions-and-platform-qualification.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,35. Nutanix implementation profile,500,docs/archive/handbook-v1-1/35-nutanix-implementation-profile.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,36. VMware and NSX implementation profile,513,docs/archive/handbook-v1-1/36-vmware-and-nsx-implementation-profile.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,37. OpenStack implementation profile,524,docs/archive/handbook-v1-1/37-openstack-implementation-profile.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"38. Bare metal, containers and future platforms",535,docs/archive/handbook-v1-1/38-bare-metal-containers-and-future-platforms.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,Part V — Service control plane and automation,546,docs/archive/handbook-v1-1/43-part-v-service-control-plane-and-automation.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"39. Canonical API, object ownership and status",547,docs/archive/handbook-v1-1/39-canonical-api-object-ownership-and-status.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"40. Admission, Flow Intention and policy compilation",558,docs/archive/handbook-v1-1/40-admission-flow-intention-and-policy-compilation.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,41. Zero-touch provisioning and reconciliation workflow,569,docs/archive/handbook-v1-1/41-zero-touch-provisioning-and-reconciliation-workflow.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"42. Terraform roots, adapters and reproducible inputs",581,docs/archive/handbook-v1-1/42-terraform-roots-adapters-and-reproducible-inputs.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"43. State boundaries, cross-state transactions and partial failure",596,docs/archive/handbook-v1-1/43-state-boundaries-cross-state-transactions-and-partial-failure.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"44. CI/CD, signed plans and supply-chain integrity",607,docs/archive/handbook-v1-1/44-ci-cd-signed-plans-and-supply-chain-integrity.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,45. Secrets and automation credentials,618,docs/archive/handbook-v1-1/45-secrets-and-automation-credentials.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"46. Drift, emergency overrides and desired-state convergence",630,docs/archive/handbook-v1-1/46-drift-emergency-overrides-and-desired-state-convergence.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
