assertion_id,requirement_id,source_requirement,assertion_focus,focus_semantics,source_sections,responsible_role,enforcement_location,implementation_disposition,artifacts,required_configuration,verification_procedures,verification_method,evidence_level,observed_native_evidence,remaining_dependency,applicability,allocation_status
CICD-002/A02,CICD-002,"An approval SHALL bind the immutable plan and all security-relevant input/policy/state/dependency digests; stale, changed or expired artifacts SHALL be rejected at apply.","stale, changed or expired artifacts SHALL be rejected at apply.",Exact source span under the complete requirement; not a replacement normative statement,RA §24,Automation platform,"Protected Git review, dependency provenance, isolated runner, scoped apply approval and evidence capture",PARTIAL_REPOSITORY_WORKFLOW,.github/workflows/validate.yml; tools/plan_review.py,"Site engineering must name the actual native object/role/service and its accepted settings for: stale, changed or expired artifacts SHALL be rejected at apply.",CT-042; CT-048,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"A read-only validation workflow is not an approved production runner, actual approval or native apply service. Action pins, dependency review, build images and signed source trust require ongoing ownership.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
SUP-001/A01,SUP-001,"Privileged software/provider/module supply chains SHALL use approved sources, integrity verification, revocation and a compromise-response procedure covering already-executed artifacts and credentials.","Privileged software/provider/module supply chains SHALL use approved sources, integrity verification, revocation and a compromise-response procedure covering already-executed artifacts and credentials.",Exact source span under the complete requirement; not a replacement normative statement,RA §24,Automation platform,"Protected Git review, dependency provenance, isolated runner, scoped apply approval and evidence capture",PARTIAL_REPOSITORY_WORKFLOW,.github/workflows/validate.yml; tools/plan_review.py,"Site engineering must name the actual native object/role/service and its accepted settings for: Privileged software/provider/module supply chains SHALL use approved sources, integrity verification, revocation and a compromise-response procedure covering already-executed artifacts and credentials.",CT-041; CT-042; CT-057,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"A read-only validation workflow is not an approved production runner, actual approval or native apply service. Action pins, dependency review, build images and signed source trust require ongoing ownership.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
SEC-001/A01,SEC-001,Static privileged provider credentials SHALL NOT be embedded in Terraform source code.,Static privileged provider credentials SHALL NOT be embedded in Terraform source code.,Exact source span under the complete requirement; not a replacement normative statement,RA §13; RA §24,Automation platform,"Enterprise IAM/PKI/KMS, consuming endpoint policy, session caches and independently controlled recovery custody",EXTERNAL_SECURITY_SERVICE_REQUIRED,lab/mtls_fixture.py; docs/SERVICE_IDENTITY.md; tools/nsx_observe.py,Site engineering must name the actual native object/role/service and its accepted settings for: Static privileged provider credentials SHALL NOT be embedded in Terraform source code.,CT-043,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Temporary mTLS fixtures and verified client HTTPS are not enterprise authentication/authorization, revocation, FIPS/module approval, at-rest encryption, key custody, algorithm transition or native KMS outage qualification.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
SEC-002/A01,SEC-002,Automation identities SHALL use least privilege and separate duties by control domain.,Automation identities SHALL use least privilege and separate duties by control domain.,Exact source span under the complete requirement; not a replacement normative statement,RA §13; RA §24,Automation platform,"Enterprise IAM/PKI/KMS, consuming endpoint policy, session caches and independently controlled recovery custody",EXTERNAL_SECURITY_SERVICE_REQUIRED,lab/mtls_fixture.py; docs/SERVICE_IDENTITY.md; tools/nsx_observe.py,Site engineering must name the actual native object/role/service and its accepted settings for: Automation identities SHALL use least privilege and separate duties by control domain.,CT-019; CT-044; CT-079,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Temporary mTLS fixtures and verified client HTTPS are not enterprise authentication/authorization, revocation, FIPS/module approval, at-rest encryption, key custody, algorithm transition or native KMS outage qualification.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
SEC-003/A01,SEC-003,"Credential rotation, revocation, and break-glass recovery SHALL be tested as part of the platform operational profile.","Credential rotation, revocation, and break-glass recovery SHALL be tested as part of the platform operational profile.",Exact source span under the complete requirement; not a replacement normative statement,RA §13; RA §24,Automation platform,"Enterprise IAM/PKI/KMS, consuming endpoint policy, session caches and independently controlled recovery custody",EXTERNAL_SECURITY_SERVICE_REQUIRED,lab/mtls_fixture.py; docs/SERVICE_IDENTITY.md; tools/nsx_observe.py,"Site engineering must name the actual native object/role/service and its accepted settings for: Credential rotation, revocation, and break-glass recovery SHALL be tested as part of the platform operational profile.",CT-027; CT-028; CT-043,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Temporary mTLS fixtures and verified client HTTPS are not enterprise authentication/authorization, revocation, FIPS/module approval, at-rest encryption, key custody, algorithm transition or native KMS outage qualification.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
SEC-004/A01,SEC-004,"Where supported and verified, sensitive values SHOULD use ephemeral/write-only mechanisms; all remaining secret-bearing plan/state/log artifacts SHALL be classified, encrypted, access-controlled and tested for unintended disclosure.","Where supported and verified, sensitive values SHOULD use ephemeral/write-only mechanisms",Exact source span under the complete requirement; not a replacement normative statement,RA §13; RA §24,Automation platform,"Enterprise IAM/PKI/KMS, consuming endpoint policy, session caches and independently controlled recovery custody",EXTERNAL_SECURITY_SERVICE_REQUIRED,lab/mtls_fixture.py; docs/SERVICE_IDENTITY.md; tools/nsx_observe.py,"Site engineering must name the actual native object/role/service and its accepted settings for: Where supported and verified, sensitive values SHOULD use ephemeral/write-only mechanisms",CT-043; CT-044,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Temporary mTLS fixtures and verified client HTTPS are not enterprise authentication/authorization, revocation, FIPS/module approval, at-rest encryption, key custody, algorithm transition or native KMS outage qualification.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
SEC-004/A02,SEC-004,"Where supported and verified, sensitive values SHOULD use ephemeral/write-only mechanisms; all remaining secret-bearing plan/state/log artifacts SHALL be classified, encrypted, access-controlled and tested for unintended disclosure.","all remaining secret-bearing plan/state/log artifacts SHALL be classified, encrypted, access-controlled and tested for unintended disclosure.",Exact source span under the complete requirement; not a replacement normative statement,RA §13; RA §24,Automation platform,"Enterprise IAM/PKI/KMS, consuming endpoint policy, session caches and independently controlled recovery custody",EXTERNAL_SECURITY_SERVICE_REQUIRED,lab/mtls_fixture.py; docs/SERVICE_IDENTITY.md; tools/nsx_observe.py,"Site engineering must name the actual native object/role/service and its accepted settings for: all remaining secret-bearing plan/state/log artifacts SHALL be classified, encrypted, access-controlled and tested for unintended disclosure.",CT-043; CT-044,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Temporary mTLS fixtures and verified client HTTPS are not enterprise authentication/authorization, revocation, FIPS/module approval, at-rest encryption, key custody, algorithm transition or native KMS outage qualification.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
DRIFT-001/A01,DRIFT-001,Security-significant drift SHALL generate an actionable event and update technical conformance/readiness conditions until resolved or accepted; formal authorization records SHALL remain separately attributable and immutable.,Security-significant drift SHALL generate an actionable event and update technical conformance/readiness conditions until resolved or accepted,Exact source span under the complete requirement; not a replacement normative statement,RA §25,Operations/SRE,"Effective native runtime, incident owner and separately authorized current-generation recovery/repair process",PARTIAL_READBACK_REVIEW_NO_REPAIR,tools/recovery_review.py; tools/nsx_observe.py; tools/nutanix_observe.py; tools/neutron_observe.py,Site engineering must name the actual native object/role/service and its accepted settings for: Security-significant drift SHALL generate an actionable event and update technical conformance/readiness conditions until resolved or accepted,CT-014; CT-049; CT-057,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Exact-resource reads and offline decisions do not cover complete platform inventory, continuously detect all drift, authenticate incident authority, enforce real fencing or carry out safe native containment/repair.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
DRIFT-001/A02,DRIFT-001,Security-significant drift SHALL generate an actionable event and update technical conformance/readiness conditions until resolved or accepted; formal authorization records SHALL remain separately attributable and immutable.,formal authorization records SHALL remain separately attributable and immutable.,Exact source span under the complete requirement; not a replacement normative statement,RA §25,Operations/SRE,"Effective native runtime, incident owner and separately authorized current-generation recovery/repair process",PARTIAL_READBACK_REVIEW_NO_REPAIR,tools/recovery_review.py; tools/nsx_observe.py; tools/nutanix_observe.py; tools/neutron_observe.py,Site engineering must name the actual native object/role/service and its accepted settings for: formal authorization records SHALL remain separately attributable and immutable.,CT-014; CT-049; CT-057,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Exact-resource reads and offline decisions do not cover complete platform inventory, continuously detect all drift, authenticate incident authority, enforce real fencing or carry out safe native containment/repair.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
DRIFT-002/A01,DRIFT-002,Emergency changes SHALL be reconciled back into the source of truth after the incident or maintenance action.,Emergency changes SHALL be reconciled back into the source of truth after the incident or maintenance action.,Exact source span under the complete requirement; not a replacement normative statement,RA §25,Operations/SRE,"Effective native runtime, incident owner and separately authorized current-generation recovery/repair process",PARTIAL_READBACK_REVIEW_NO_REPAIR,tools/recovery_review.py; tools/nsx_observe.py; tools/nutanix_observe.py; tools/neutron_observe.py,Site engineering must name the actual native object/role/service and its accepted settings for: Emergency changes SHALL be reconciled back into the source of truth after the incident or maintenance action.,CT-014; CT-057,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Exact-resource reads and offline decisions do not cover complete platform inventory, continuously detect all drift, authenticate incident authority, enforce real fencing or carry out safe native containment/repair.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
DRIFT-003/A01,DRIFT-003,Incident containment overrides SHALL take precedence over ordinary reconciliation until explicitly released or handled by their approved expiry policy; automated repair SHALL NOT silently undo containment.,Incident containment overrides SHALL take precedence over ordinary reconciliation until explicitly released or handled by their approved expiry policy,Exact source span under the complete requirement; not a replacement normative statement,RA §25,Incident response,"Effective native runtime, incident owner and separately authorized current-generation recovery/repair process",PARTIAL_READBACK_REVIEW_NO_REPAIR,tools/recovery_review.py; tools/nsx_observe.py; tools/nutanix_observe.py; tools/neutron_observe.py,Site engineering must name the actual native object/role/service and its accepted settings for: Incident containment overrides SHALL take precedence over ordinary reconciliation until explicitly released or handled by their approved expiry policy,CT-057; CT-058; CT-066,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Exact-resource reads and offline decisions do not cover complete platform inventory, continuously detect all drift, authenticate incident authority, enforce real fencing or carry out safe native containment/repair.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
DRIFT-003/A02,DRIFT-003,Incident containment overrides SHALL take precedence over ordinary reconciliation until explicitly released or handled by their approved expiry policy; automated repair SHALL NOT silently undo containment.,automated repair SHALL NOT silently undo containment.,Exact source span under the complete requirement; not a replacement normative statement,RA §25,Incident response,"Effective native runtime, incident owner and separately authorized current-generation recovery/repair process",PARTIAL_READBACK_REVIEW_NO_REPAIR,tools/recovery_review.py; tools/nsx_observe.py; tools/nutanix_observe.py; tools/neutron_observe.py,Site engineering must name the actual native object/role/service and its accepted settings for: automated repair SHALL NOT silently undo containment.,CT-057; CT-058; CT-066,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Exact-resource reads and offline decisions do not cover complete platform inventory, continuously detect all drift, authenticate incident authority, enforce real fencing or carry out safe native containment/repair.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ASSUR-001/A01,ASSUR-001,Assurance profile selection SHALL be based on system security requirements and risk analysis rather than tenant preference alone.,Assurance profile selection SHALL be based on system security requirements and risk analysis rather than tenant preference alone.,Exact source span under the complete requirement; not a replacement normative statement,RA §7; RA §11; RA §12; RA §14,Security authority,Accepted service/profile and topology records; native domain/identity boundaries implement selected constraints,PARTIAL_DESIGN_AND_CANDIDATE,docs/architecture/RAD.md; docs/engineering/TAD.md; tools/input_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: Assurance profile selection SHALL be based on system security requirements and risk analysis rather than tenant preference alone.,CT-035; CT-062,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete authoritative service/profile registry, tenant role enforcement or actual placement/edge evidence is supplied. Input screening covers only its enumerated examples and cannot accept the complete service.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ASSUR-002/A01,ASSUR-002,"Assurance profiles SHALL define explicit isolation for compute, storage, routing, edge, management, backup and keys, with measurable verification and exception rules; “dedicated” SHALL identify its actual resource scope.","Assurance profiles SHALL define explicit isolation for compute, storage, routing, edge, management, backup and keys, with measurable verification and exception rules",Exact source span under the complete requirement; not a replacement normative statement,RA §7; RA §11; RA §12; RA §14,Security authority,Accepted service/profile and topology records; native domain/identity boundaries implement selected constraints,PARTIAL_DESIGN_AND_CANDIDATE,docs/architecture/RAD.md; docs/engineering/TAD.md; tools/input_review.py,"Site engineering must name the actual native object/role/service and its accepted settings for: Assurance profiles SHALL define explicit isolation for compute, storage, routing, edge, management, backup and keys, with measurable verification and exception rules",CT-018; CT-035; CT-037; CT-062,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete authoritative service/profile registry, tenant role enforcement or actual placement/edge evidence is supplied. Input screening covers only its enumerated examples and cannot accept the complete service.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ASSUR-002/A02,ASSUR-002,"Assurance profiles SHALL define explicit isolation for compute, storage, routing, edge, management, backup and keys, with measurable verification and exception rules; “dedicated” SHALL identify its actual resource scope.",“dedicated” SHALL identify its actual resource scope.,Exact source span under the complete requirement; not a replacement normative statement,RA §7; RA §11; RA §12; RA §14,Security authority,Accepted service/profile and topology records; native domain/identity boundaries implement selected constraints,PARTIAL_DESIGN_AND_CANDIDATE,docs/architecture/RAD.md; docs/engineering/TAD.md; tools/input_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: “dedicated” SHALL identify its actual resource scope.,CT-018; CT-035; CT-037; CT-062,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete authoritative service/profile registry, tenant role enforcement or actual placement/edge evidence is supplied. Input screening covers only its enumerated examples and cannot accept the complete service.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ASSUR-003/A01,ASSUR-003,"A production profile SHALL have approved parameter values, owners, applicable test sets and evidence freshness limits; incomplete or expired profiles SHALL be ineligible for new production placement.","A production profile SHALL have approved parameter values, owners, applicable test sets and evidence freshness limits",Exact source span under the complete requirement; not a replacement normative statement,RA §7; RA §11; RA §12; RA §14,Security authority,Accepted service/profile and topology records; native domain/identity boundaries implement selected constraints,PARTIAL_DESIGN_AND_CANDIDATE,docs/architecture/RAD.md; docs/engineering/TAD.md; tools/input_review.py,"Site engineering must name the actual native object/role/service and its accepted settings for: A production profile SHALL have approved parameter values, owners, applicable test sets and evidence freshness limits",CT-018; CT-058; CT-069,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete authoritative service/profile registry, tenant role enforcement or actual placement/edge evidence is supplied. Input screening covers only its enumerated examples and cannot accept the complete service.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ASSUR-003/A02,ASSUR-003,"A production profile SHALL have approved parameter values, owners, applicable test sets and evidence freshness limits; incomplete or expired profiles SHALL be ineligible for new production placement.",incomplete or expired profiles SHALL be ineligible for new production placement.,Exact source span under the complete requirement; not a replacement normative statement,RA §7; RA §11; RA §12; RA §14,Security authority,Accepted service/profile and topology records; native domain/identity boundaries implement selected constraints,PARTIAL_DESIGN_AND_CANDIDATE,docs/architecture/RAD.md; docs/engineering/TAD.md; tools/input_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: incomplete or expired profiles SHALL be ineligible for new production placement.,CT-018; CT-058; CT-069,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete authoritative service/profile registry, tenant role enforcement or actual placement/edge evidence is supplied. Input screening covers only its enumerated examples and cannot accept the complete service.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
TEST-001/A01,TEST-001,Negative tests SHALL be first-class acceptance criteria; proving that an allowed flow works is insufficient.,Negative tests SHALL be first-class acceptance criteria,Exact source span under the complete requirement; not a replacement normative statement,RA §28,Assurance engineering,"Approved qualification campaign, independent observation and evidence store at declared versions/topology",LOCAL_FIXTURES_NOT_NATIVE_QUALIFICATION,docs/assurance/test-specifications.md; lab/run_readback_lab.py; lab/run_namespace_lab.py,Site engineering must name the actual native object/role/service and its accepted settings for: Negative tests SHALL be first-class acceptance criteria,CT-001; CT-002; CT-003; CT-007,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Reference procedures, local fixtures and hashes do not create native evidence, immutable evidence custody, complete assertion coverage, platform qualification or authorization.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
TEST-001/A02,TEST-001,Negative tests SHALL be first-class acceptance criteria; proving that an allowed flow works is insufficient.,proving that an allowed flow works is insufficient.,Exact source span under the complete requirement; not a replacement normative statement,RA §28,Assurance engineering,"Approved qualification campaign, independent observation and evidence store at declared versions/topology",LOCAL_FIXTURES_NOT_NATIVE_QUALIFICATION,docs/assurance/test-specifications.md; lab/run_readback_lab.py; lab/run_namespace_lab.py,Site engineering must name the actual native object/role/service and its accepted settings for: proving that an allowed flow works is insufficient.,CT-001; CT-002; CT-003; CT-007,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Reference procedures, local fixtures and hashes do not create native evidence, immutable evidence custody, complete assertion coverage, platform qualification or authorization.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
TEST-002/A01,TEST-002,A platform upgrade SHALL trigger an appropriate regression/conformance test set before broad production rollout.,A platform upgrade SHALL trigger an appropriate regression/conformance test set before broad production rollout.,Exact source span under the complete requirement; not a replacement normative statement,RA §28,Assurance engineering,"Approved qualification campaign, independent observation and evidence store at declared versions/topology",LOCAL_FIXTURES_NOT_NATIVE_QUALIFICATION,docs/assurance/test-specifications.md; lab/run_readback_lab.py; lab/run_namespace_lab.py,Site engineering must name the actual native object/role/service and its accepted settings for: A platform upgrade SHALL trigger an appropriate regression/conformance test set before broad production rollout.,CT-015; CT-018,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Reference procedures, local fixtures and hashes do not create native evidence, immutable evidence custody, complete assertion coverage, platform qualification or authorization.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
TEST-003/A01,TEST-003,"Every test execution SHALL record target versions, preconditions, healthy control paths, observation, expected outcome and attributable evidence; blocked, not-run or unjustified not-applicable results SHALL NOT satisfy mandatory gates.","Every test execution SHALL record target versions, preconditions, healthy control paths, observation, expected outcome and attributable evidence",Exact source span under the complete requirement; not a replacement normative statement,RA §28,Assurance engineering,"Approved qualification campaign, independent observation and evidence store at declared versions/topology",LOCAL_FIXTURES_NOT_NATIVE_QUALIFICATION,docs/assurance/test-specifications.md; lab/run_readback_lab.py; lab/run_namespace_lab.py,"Site engineering must name the actual native object/role/service and its accepted settings for: Every test execution SHALL record target versions, preconditions, healthy control paths, observation, expected outcome and attributable evidence",CT-049; CT-069; CT-075,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Reference procedures, local fixtures and hashes do not create native evidence, immutable evidence custody, complete assertion coverage, platform qualification or authorization.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
TEST-003/A02,TEST-003,"Every test execution SHALL record target versions, preconditions, healthy control paths, observation, expected outcome and attributable evidence; blocked, not-run or unjustified not-applicable results SHALL NOT satisfy mandatory gates.","blocked, not-run or unjustified not-applicable results SHALL NOT satisfy mandatory gates.",Exact source span under the complete requirement; not a replacement normative statement,RA §28,Assurance engineering,"Approved qualification campaign, independent observation and evidence store at declared versions/topology",LOCAL_FIXTURES_NOT_NATIVE_QUALIFICATION,docs/assurance/test-specifications.md; lab/run_readback_lab.py; lab/run_namespace_lab.py,"Site engineering must name the actual native object/role/service and its accepted settings for: blocked, not-run or unjustified not-applicable results SHALL NOT satisfy mandatory gates.",CT-049; CT-069; CT-075,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Reference procedures, local fixtures and hashes do not create native evidence, immutable evidence custody, complete assertion coverage, platform qualification or authorization.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
TEST-004/A01,TEST-004,"Fault-injection and intrusive negative tests SHALL run only within an approved scope, safety envelope and recovery procedure; production testing SHALL protect unrelated tenants.","Fault-injection and intrusive negative tests SHALL run only within an approved scope, safety envelope and recovery procedure",Exact source span under the complete requirement; not a replacement normative statement,RA §28,Assurance engineering,"Approved qualification campaign, independent observation and evidence store at declared versions/topology",LOCAL_FIXTURES_NOT_NATIVE_QUALIFICATION,docs/assurance/test-specifications.md; lab/run_readback_lab.py; lab/run_namespace_lab.py,"Site engineering must name the actual native object/role/service and its accepted settings for: Fault-injection and intrusive negative tests SHALL run only within an approved scope, safety envelope and recovery procedure",CT-011; CT-012; CT-034; CT-054,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Reference procedures, local fixtures and hashes do not create native evidence, immutable evidence custody, complete assertion coverage, platform qualification or authorization.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
TEST-004/A02,TEST-004,"Fault-injection and intrusive negative tests SHALL run only within an approved scope, safety envelope and recovery procedure; production testing SHALL protect unrelated tenants.",production testing SHALL protect unrelated tenants.,Exact source span under the complete requirement; not a replacement normative statement,RA §28,Assurance engineering,"Approved qualification campaign, independent observation and evidence store at declared versions/topology",LOCAL_FIXTURES_NOT_NATIVE_QUALIFICATION,docs/assurance/test-specifications.md; lab/run_readback_lab.py; lab/run_namespace_lab.py,Site engineering must name the actual native object/role/service and its accepted settings for: production testing SHALL protect unrelated tenants.,CT-011; CT-012; CT-034; CT-054,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Reference procedures, local fixtures and hashes do not create native evidence, immutable evidence custody, complete assertion coverage, platform qualification or authorization.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
