assertion_id,requirement_id,source_requirement,assertion,implementation_owner,enforcement_location,implementation_disposition,required_artifact_or_record,candidate_artifacts,verification_method,reference_tests,evidence_class,remaining_dependency,owner_review,source_sections,not_applicable
SEC-003.A04,SEC-003,"Credential rotation, revocation, and break-glass recovery SHALL be tested as part of the platform operational profile.",Break-glass recovery exercise,Automation platform,Approved management/IAM/key/state service and privileged execution boundaries,EXTERNAL_SERVICE_AND_OPERATING_CONTROL_REQUIRED,"Native role/route/key/backend configuration, owner-approved recovery procedure and independently retained audit records — specifically: Break-glass recovery exercise",docs/current/TAD-infrastructure.md; docs/current/interface-agreements.md,"Observe both authorized use and denied cross-authority access, then exercise the declared loss/recovery case.",CT-027; CT-028; CT-043,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","Actual protected management transport, independent recovery, native least privilege and the selected state/key service are not supplied by network readback tools.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §13; RA §24,Not selected; explicit scope rationale and authority required before any N/A disposition
SEC-004.A01,SEC-004,"Where supported and verified, sensitive values SHOULD use ephemeral/write-only mechanisms; all remaining secret-bearing plan/state/log artifacts SHALL be classified, encrypted, access-controlled and tested for unintended disclosure.","Complete source obligation; all applicable clauses must be satisfied: Where supported and verified, sensitive values SHOULD use ephemeral/write-only mechanisms; all remaining secret-bearing plan/state/log artifacts SHALL be classified, encrypted, access-controlled and tested for unintended disclosure.",Automation platform,Approved management/IAM/key/state service and privileged execution boundaries,EXTERNAL_SERVICE_AND_OPERATING_CONTROL_REQUIRED,"Native role/route/key/backend configuration, owner-approved recovery procedure and independently retained audit records — specifically: Complete source obligation; all applicable clauses must be satisfied: Where supported and verified, sensitive values SHOULD use ephemeral/write-only mechanisms; all remaining secret-bearing plan/state/log artifacts SHALL be classified, encrypted, access-controlled and tested for unintended disclosure.",docs/current/TAD-infrastructure.md; docs/current/interface-agreements.md,"Observe both authorized use and denied cross-authority access, then exercise the declared loss/recovery case.",CT-043; CT-044,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","Actual protected management transport, independent recovery, native least privilege and the selected state/key service are not supplied by network readback tools.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §13; RA §24,Not selected; explicit scope rationale and authority required before any N/A disposition
SEC-004.A02,SEC-004,"Where supported and verified, sensitive values SHOULD use ephemeral/write-only mechanisms; all remaining secret-bearing plan/state/log artifacts SHALL be classified, encrypted, access-controlled and tested for unintended disclosure.","Where supported and verified, sensitive values SHOULD use ephemeral/write-only mechanisms",Automation platform,Approved management/IAM/key/state service and privileged execution boundaries,EXTERNAL_SERVICE_AND_OPERATING_CONTROL_REQUIRED,"Native role/route/key/backend configuration, owner-approved recovery procedure and independently retained audit records — specifically: Where supported and verified, sensitive values SHOULD use ephemeral/write-only mechanisms",docs/current/TAD-infrastructure.md; docs/current/interface-agreements.md,"Observe both authorized use and denied cross-authority access, then exercise the declared loss/recovery case.",CT-043; CT-044,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","Actual protected management transport, independent recovery, native least privilege and the selected state/key service are not supplied by network readback tools.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §13; RA §24,Not selected; explicit scope rationale and authority required before any N/A disposition
SEC-004.A03,SEC-004,"Where supported and verified, sensitive values SHOULD use ephemeral/write-only mechanisms; all remaining secret-bearing plan/state/log artifacts SHALL be classified, encrypted, access-controlled and tested for unintended disclosure.","all remaining secret-bearing plan/state/log artifacts SHALL be classified, encrypted, access-controlled and tested for unintended disclosure.",Automation platform,Approved management/IAM/key/state service and privileged execution boundaries,EXTERNAL_SERVICE_AND_OPERATING_CONTROL_REQUIRED,"Native role/route/key/backend configuration, owner-approved recovery procedure and independently retained audit records — specifically: all remaining secret-bearing plan/state/log artifacts SHALL be classified, encrypted, access-controlled and tested for unintended disclosure.",docs/current/TAD-infrastructure.md; docs/current/interface-agreements.md,"Observe both authorized use and denied cross-authority access, then exercise the declared loss/recovery case.",CT-043; CT-044,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","Actual protected management transport, independent recovery, native least privilege and the selected state/key service are not supplied by network readback tools.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §13; RA §24,Not selected; explicit scope rationale and authority required before any N/A disposition
DRIFT-001.A01,DRIFT-001,Security-significant drift SHALL generate an actionable event and update technical conformance/readiness conditions until resolved or accepted; formal authorization records SHALL remain separately attributable and immutable.,Complete source obligation; all applicable clauses must be satisfied: Security-significant drift SHALL generate an actionable event and update technical conformance/readiness conditions until resolved or accepted; formal authorization records SHALL remain separately attributable and immutable.,Operations/SRE,"Scoped execution runner, authoritative source/state, native resource writer and change/evidence system",CANDIDATE_PARTIAL_TOOLING_AND_EXTERNAL_EXECUTION_GOVERNANCE,"Immutable reviewed artifact/input/state/approval records, scoped credentials and actual authoritative native writer/fencing mechanism — specifically: Complete source obligation; all applicable clauses must be satisfied: Security-significant drift SHALL generate an actionable event and update technical conformance/readiness conditions until resolved or accepted; formal authorization records SHALL remain separately attributable and immutable.",terraform/roots; tools/verify_terraform.py; tools/recovery_review.py; docs/INTERRUPTED_CHANGE_RECOVERY.md,Review exact source and current state; execute accepted operation/uncertainty/containment tests without treating a local status as authority.,CT-014; CT-049; CT-057,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","Tool helpers do not supply authentic approvals, actual fencing, whole-platform admission, signed artifact custody or authorized apply.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §25,Not selected; explicit scope rationale and authority required before any N/A disposition
DRIFT-001.A02,DRIFT-001,Security-significant drift SHALL generate an actionable event and update technical conformance/readiness conditions until resolved or accepted; formal authorization records SHALL remain separately attributable and immutable.,Security-significant drift SHALL generate an actionable event and update technical conformance/readiness conditions until resolved or accepted,Operations/SRE,"Scoped execution runner, authoritative source/state, native resource writer and change/evidence system",CANDIDATE_PARTIAL_TOOLING_AND_EXTERNAL_EXECUTION_GOVERNANCE,"Immutable reviewed artifact/input/state/approval records, scoped credentials and actual authoritative native writer/fencing mechanism — specifically: Security-significant drift SHALL generate an actionable event and update technical conformance/readiness conditions until resolved or accepted",terraform/roots; tools/verify_terraform.py; tools/recovery_review.py; docs/INTERRUPTED_CHANGE_RECOVERY.md,Review exact source and current state; execute accepted operation/uncertainty/containment tests without treating a local status as authority.,CT-014; CT-049; CT-057,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","Tool helpers do not supply authentic approvals, actual fencing, whole-platform admission, signed artifact custody or authorized apply.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §25,Not selected; explicit scope rationale and authority required before any N/A disposition
DRIFT-001.A03,DRIFT-001,Security-significant drift SHALL generate an actionable event and update technical conformance/readiness conditions until resolved or accepted; formal authorization records SHALL remain separately attributable and immutable.,formal authorization records SHALL remain separately attributable and immutable.,Operations/SRE,"Scoped execution runner, authoritative source/state, native resource writer and change/evidence system",CANDIDATE_PARTIAL_TOOLING_AND_EXTERNAL_EXECUTION_GOVERNANCE,"Immutable reviewed artifact/input/state/approval records, scoped credentials and actual authoritative native writer/fencing mechanism — specifically: formal authorization records SHALL remain separately attributable and immutable.",terraform/roots; tools/verify_terraform.py; tools/recovery_review.py; docs/INTERRUPTED_CHANGE_RECOVERY.md,Review exact source and current state; execute accepted operation/uncertainty/containment tests without treating a local status as authority.,CT-014; CT-049; CT-057,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","Tool helpers do not supply authentic approvals, actual fencing, whole-platform admission, signed artifact custody or authorized apply.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §25,Not selected; explicit scope rationale and authority required before any N/A disposition
DRIFT-002.A01,DRIFT-002,Emergency changes SHALL be reconciled back into the source of truth after the incident or maintenance action.,Complete source obligation; all applicable clauses must be satisfied: Emergency changes SHALL be reconciled back into the source of truth after the incident or maintenance action.,Operations/SRE,"Scoped execution runner, authoritative source/state, native resource writer and change/evidence system",CANDIDATE_PARTIAL_TOOLING_AND_EXTERNAL_EXECUTION_GOVERNANCE,"Immutable reviewed artifact/input/state/approval records, scoped credentials and actual authoritative native writer/fencing mechanism — specifically: Complete source obligation; all applicable clauses must be satisfied: Emergency changes SHALL be reconciled back into the source of truth after the incident or maintenance action.",terraform/roots; tools/verify_terraform.py; tools/recovery_review.py; docs/INTERRUPTED_CHANGE_RECOVERY.md,Review exact source and current state; execute accepted operation/uncertainty/containment tests without treating a local status as authority.,CT-014; CT-057,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","Tool helpers do not supply authentic approvals, actual fencing, whole-platform admission, signed artifact custody or authorized apply.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §25,Not selected; explicit scope rationale and authority required before any N/A disposition
DRIFT-003.A01,DRIFT-003,Incident containment overrides SHALL take precedence over ordinary reconciliation until explicitly released or handled by their approved expiry policy; automated repair SHALL NOT silently undo containment.,Complete source obligation; all applicable clauses must be satisfied: Incident containment overrides SHALL take precedence over ordinary reconciliation until explicitly released or handled by their approved expiry policy; automated repair SHALL NOT silently undo containment.,Incident response,"Scoped execution runner, authoritative source/state, native resource writer and change/evidence system",CANDIDATE_PARTIAL_TOOLING_AND_EXTERNAL_EXECUTION_GOVERNANCE,"Immutable reviewed artifact/input/state/approval records, scoped credentials and actual authoritative native writer/fencing mechanism — specifically: Complete source obligation; all applicable clauses must be satisfied: Incident containment overrides SHALL take precedence over ordinary reconciliation until explicitly released or handled by their approved expiry policy; automated repair SHALL NOT silently undo containment.",terraform/roots; tools/verify_terraform.py; tools/recovery_review.py; docs/INTERRUPTED_CHANGE_RECOVERY.md,Review exact source and current state; execute accepted operation/uncertainty/containment tests without treating a local status as authority.,CT-057; CT-058; CT-066,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","Tool helpers do not supply authentic approvals, actual fencing, whole-platform admission, signed artifact custody or authorized apply.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §25,Not selected; explicit scope rationale and authority required before any N/A disposition
DRIFT-003.A02,DRIFT-003,Incident containment overrides SHALL take precedence over ordinary reconciliation until explicitly released or handled by their approved expiry policy; automated repair SHALL NOT silently undo containment.,Incident containment overrides SHALL take precedence over ordinary reconciliation until explicitly released or handled by their approved expiry policy,Incident response,"Scoped execution runner, authoritative source/state, native resource writer and change/evidence system",CANDIDATE_PARTIAL_TOOLING_AND_EXTERNAL_EXECUTION_GOVERNANCE,"Immutable reviewed artifact/input/state/approval records, scoped credentials and actual authoritative native writer/fencing mechanism — specifically: Incident containment overrides SHALL take precedence over ordinary reconciliation until explicitly released or handled by their approved expiry policy",terraform/roots; tools/verify_terraform.py; tools/recovery_review.py; docs/INTERRUPTED_CHANGE_RECOVERY.md,Review exact source and current state; execute accepted operation/uncertainty/containment tests without treating a local status as authority.,CT-057; CT-058; CT-066,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","Tool helpers do not supply authentic approvals, actual fencing, whole-platform admission, signed artifact custody or authorized apply.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §25,Not selected; explicit scope rationale and authority required before any N/A disposition
DRIFT-003.A03,DRIFT-003,Incident containment overrides SHALL take precedence over ordinary reconciliation until explicitly released or handled by their approved expiry policy; automated repair SHALL NOT silently undo containment.,automated repair SHALL NOT silently undo containment.,Incident response,"Scoped execution runner, authoritative source/state, native resource writer and change/evidence system",CANDIDATE_PARTIAL_TOOLING_AND_EXTERNAL_EXECUTION_GOVERNANCE,"Immutable reviewed artifact/input/state/approval records, scoped credentials and actual authoritative native writer/fencing mechanism — specifically: automated repair SHALL NOT silently undo containment.",terraform/roots; tools/verify_terraform.py; tools/recovery_review.py; docs/INTERRUPTED_CHANGE_RECOVERY.md,Review exact source and current state; execute accepted operation/uncertainty/containment tests without treating a local status as authority.,CT-057; CT-058; CT-066,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","Tool helpers do not supply authentic approvals, actual fencing, whole-platform admission, signed artifact custody or authorized apply.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §25,Not selected; explicit scope rationale and authority required before any N/A disposition
ASSUR-001.A01,ASSUR-001,Assurance profile selection SHALL be based on system security requirements and risk analysis rather than tenant preference alone.,Complete source obligation; all applicable clauses must be satisfied: Assurance profile selection SHALL be based on system security requirements and risk analysis rather than tenant preference alone.,Security authority,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Complete source obligation; all applicable clauses must be satisfied: Assurance profile selection SHALL be based on system security requirements and risk analysis rather than tenant preference alone.",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-035; CT-062,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §7; RA §11; RA §12; RA §14,Not selected; explicit scope rationale and authority required before any N/A disposition
ASSUR-002.A01,ASSUR-002,"Assurance profiles SHALL define explicit isolation for compute, storage, routing, edge, management, backup and keys, with measurable verification and exception rules; “dedicated” SHALL identify its actual resource scope.","Complete source obligation; all applicable clauses must be satisfied: Assurance profiles SHALL define explicit isolation for compute, storage, routing, edge, management, backup and keys, with measurable verification and exception rules; “dedicated” SHALL identify its actual resource scope.",Security authority,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Complete source obligation; all applicable clauses must be satisfied: Assurance profiles SHALL define explicit isolation for compute, storage, routing, edge, management, backup and keys, with measurable verification and exception rules; “dedicated” SHALL identify its actual resource scope.",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-018; CT-035; CT-037; CT-062,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §7; RA §11; RA §12; RA §14,Not selected; explicit scope rationale and authority required before any N/A disposition
ASSUR-002.A02,ASSUR-002,"Assurance profiles SHALL define explicit isolation for compute, storage, routing, edge, management, backup and keys, with measurable verification and exception rules; “dedicated” SHALL identify its actual resource scope.",Compute isolation scope,Security authority,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Compute isolation scope",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-018; CT-035; CT-037; CT-062,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §7; RA §11; RA §12; RA §14,Not selected; explicit scope rationale and authority required before any N/A disposition
ASSUR-002.A03,ASSUR-002,"Assurance profiles SHALL define explicit isolation for compute, storage, routing, edge, management, backup and keys, with measurable verification and exception rules; “dedicated” SHALL identify its actual resource scope.",Storage isolation scope,Security authority,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Storage isolation scope",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-018; CT-035; CT-037; CT-062,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §7; RA §11; RA §12; RA §14,Not selected; explicit scope rationale and authority required before any N/A disposition
ASSUR-002.A04,ASSUR-002,"Assurance profiles SHALL define explicit isolation for compute, storage, routing, edge, management, backup and keys, with measurable verification and exception rules; “dedicated” SHALL identify its actual resource scope.",Routing isolation scope,Security authority,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Routing isolation scope",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-018; CT-035; CT-037; CT-062,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §7; RA §11; RA §12; RA §14,Not selected; explicit scope rationale and authority required before any N/A disposition
ASSUR-002.A05,ASSUR-002,"Assurance profiles SHALL define explicit isolation for compute, storage, routing, edge, management, backup and keys, with measurable verification and exception rules; “dedicated” SHALL identify its actual resource scope.",Edge sharing/isolation scope,Security authority,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Edge sharing/isolation scope",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-018; CT-035; CT-037; CT-062,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §7; RA §11; RA §12; RA §14,Not selected; explicit scope rationale and authority required before any N/A disposition
ASSUR-002.A06,ASSUR-002,"Assurance profiles SHALL define explicit isolation for compute, storage, routing, edge, management, backup and keys, with measurable verification and exception rules; “dedicated” SHALL identify its actual resource scope.",Management isolation scope,Security authority,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Management isolation scope",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-018; CT-035; CT-037; CT-062,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §7; RA §11; RA §12; RA §14,Not selected; explicit scope rationale and authority required before any N/A disposition
ASSUR-002.A07,ASSUR-002,"Assurance profiles SHALL define explicit isolation for compute, storage, routing, edge, management, backup and keys, with measurable verification and exception rules; “dedicated” SHALL identify its actual resource scope.",Backup authority scope,Security authority,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Backup authority scope",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-018; CT-035; CT-037; CT-062,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §7; RA §11; RA §12; RA §14,Not selected; explicit scope rationale and authority required before any N/A disposition
ASSUR-002.A08,ASSUR-002,"Assurance profiles SHALL define explicit isolation for compute, storage, routing, edge, management, backup and keys, with measurable verification and exception rules; “dedicated” SHALL identify its actual resource scope.",Key custody scope,Security authority,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Key custody scope",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-018; CT-035; CT-037; CT-062,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §7; RA §11; RA §12; RA §14,Not selected; explicit scope rationale and authority required before any N/A disposition
ASSUR-002.A09,ASSUR-002,"Assurance profiles SHALL define explicit isolation for compute, storage, routing, edge, management, backup and keys, with measurable verification and exception rules; “dedicated” SHALL identify its actual resource scope.",Measurable test and exception rules,Security authority,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Measurable test and exception rules",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-018; CT-035; CT-037; CT-062,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §7; RA §11; RA §12; RA §14,Not selected; explicit scope rationale and authority required before any N/A disposition
ASSUR-003.A01,ASSUR-003,"A production profile SHALL have approved parameter values, owners, applicable test sets and evidence freshness limits; incomplete or expired profiles SHALL be ineligible for new production placement.","Complete source obligation; all applicable clauses must be satisfied: A production profile SHALL have approved parameter values, owners, applicable test sets and evidence freshness limits; incomplete or expired profiles SHALL be ineligible for new production placement.",Security authority,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Complete source obligation; all applicable clauses must be satisfied: A production profile SHALL have approved parameter values, owners, applicable test sets and evidence freshness limits; incomplete or expired profiles SHALL be ineligible for new production placement.",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-018; CT-058; CT-069,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §7; RA §11; RA §12; RA §14,Not selected; explicit scope rationale and authority required before any N/A disposition
ASSUR-003.A02,ASSUR-003,"A production profile SHALL have approved parameter values, owners, applicable test sets and evidence freshness limits; incomplete or expired profiles SHALL be ineligible for new production placement.","A production profile SHALL have approved parameter values, owners, applicable test sets and evidence freshness limits",Security authority,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: A production profile SHALL have approved parameter values, owners, applicable test sets and evidence freshness limits",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-018; CT-058; CT-069,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §7; RA §11; RA §12; RA §14,Not selected; explicit scope rationale and authority required before any N/A disposition
ASSUR-003.A03,ASSUR-003,"A production profile SHALL have approved parameter values, owners, applicable test sets and evidence freshness limits; incomplete or expired profiles SHALL be ineligible for new production placement.",incomplete or expired profiles SHALL be ineligible for new production placement.,Security authority,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: incomplete or expired profiles SHALL be ineligible for new production placement.",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-018; CT-058; CT-069,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §7; RA §11; RA §12; RA §14,Not selected; explicit scope rationale and authority required before any N/A disposition
TEST-001.A01,TEST-001,Negative tests SHALL be first-class acceptance criteria; proving that an allowed flow works is insufficient.,Complete source obligation; all applicable clauses must be satisfied: Negative tests SHALL be first-class acceptance criteria; proving that an allowed flow works is insufficient.,Assurance engineering,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Complete source obligation; all applicable clauses must be satisfied: Negative tests SHALL be first-class acceptance criteria; proving that an allowed flow works is insufficient.",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-001; CT-002; CT-003; CT-007,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §28,Not selected; explicit scope rationale and authority required before any N/A disposition
